Recording for Right controller
Frame,PosX, PosY, PosZ, RotW, RotX, RotY, RotZ
0,-0.7727485,1.01484,-1.618608,0.5773759,-0.3041471,0.6766977,0.3408986
1,-0.7726891,1.014388,-1.619097,0.5771581,-0.3036612,0.6771403,0.3408218
2,-0.7727537,1.013936,-1.619666,0.5766817,-0.3032692,0.6777372,0.3407907
3,-0.7728068,1.013954,-1.619627,0.5766901,-0.3032572,0.6777105,0.3408404
4,-0.772746,1.013318,-1.620372,0.5760844,-0.3027076,0.6784738,0.3408344
5,-0.7727123,1.013134,-1.620619,0.5759539,-0.3025373,0.6785674,0.3410198
6,-0.7725806,1.012906,-1.620874,0.5758718,-0.3022413,0.6786702,0.3412162
7,-0.7723706,1.012685,-1.621289,0.5758297,-0.3019488,0.6786877,0.3415114
8,-0.7723567,1.012674,-1.621218,0.5757842,-0.3018748,0.6787255,0.3415784
9,-0.7715681,1.012121,-1.621973,0.5751893,-0.301185,0.679199,0.3422479
10,-0.7715585,1.012145,-1.621975,0.5751848,-0.3011979,0.6791963,0.3422495
11,-0.7715585,1.012145,-1.621975,0.5751848,-0.3011979,0.6791963,0.3422495
12,-0.769489,1.011831,-1.622949,0.5743226,-0.3002224,0.6800119,0.3429341
13,-0.7694572,1.011646,-1.622811,0.574339,-0.3001817,0.6800146,0.3429371
14,-0.7694572,1.011646,-1.622811,0.574339,-0.3001817,0.6800146,0.3429371
15,-0.7659867,1.012082,-1.623529,0.5742137,-0.3013516,0.6788214,0.3444812
16,-0.7655385,1.011878,-1.623938,0.5737451,-0.299877,0.6803968,0.3434392
17,-0.7655385,1.011878,-1.623938,0.5737451,-0.299877,0.6803968,0.3434392
18,-0.7655385,1.011878,-1.623938,0.5737451,-0.299877,0.6803968,0.3434392
19,-0.7655385,1.011878,-1.623938,0.5737451,-0.299877,0.6803968,0.3434392
20,-0.7655385,1.011878,-1.623938,0.5737451,-0.299877,0.6803968,0.3434392
21,-0.7655385,1.011878,-1.623938,0.5737451,-0.299877,0.6803968,0.3434392
22,-0.7655385,1.011878,-1.623938,0.5737451,-0.299877,0.6803968,0.3434392
23,-0.765651,1.011929,-1.623881,0.5737608,-0.3000657,0.6802479,0.3435431
