Recording for Right controller
Frame,PosX, PosY, PosZ, RotW, RotX, RotY, RotZ
0,-0.7444664,1.038957,-1.625831,0.6081352,-0.3694709,0.6070511,0.3537681
1,-0.7443625,1.038627,-1.625976,0.6081343,-0.3692169,0.6074764,0.3533044
2,-0.7444552,1.037583,-1.626356,0.6080912,-0.3687784,0.6083475,0.3523363
3,-0.7444701,1.037585,-1.626356,0.6080814,-0.3688034,0.6083305,0.3523564
4,-0.7446245,1.036618,-1.626841,0.6079293,-0.3684581,0.6091778,0.3515153
5,-0.744627,1.036619,-1.626838,0.6079302,-0.3684516,0.6091731,0.3515287
6,-0.7447951,1.035129,-1.627524,0.6077629,-0.3677184,0.6102862,0.350654
7,-0.7451459,1.034215,-1.627809,0.6076286,-0.367335,0.6108737,0.3502653
8,-0.7453033,1.033596,-1.628094,0.6076785,-0.3670447,0.6111891,0.3499328
9,-0.7457103,1.032185,-1.628398,0.6079454,-0.366343,0.6118127,0.3491139
10,-0.7457879,1.031853,-1.628446,0.6080749,-0.3661669,0.6119248,0.3488764
11,-0.7457384,1.030948,-1.628618,0.6081363,-0.3643709,0.6137785,0.3473903
12,-0.7461077,1.031123,-1.628465,0.6083229,-0.365419,0.6125277,0.3481696
13,-0.7461077,1.031123,-1.628465,0.6083229,-0.365419,0.6125277,0.3481696
14,-0.7461077,1.031123,-1.628465,0.6083229,-0.365419,0.6125277,0.3481696
15,-0.7461077,1.031123,-1.628465,0.6083229,-0.365419,0.6125277,0.3481696
16,-0.7461077,1.031123,-1.628465,0.6083229,-0.365419,0.6125277,0.3481696
17,-0.7461077,1.031123,-1.628465,0.6083229,-0.365419,0.6125277,0.3481696
18,-0.7461077,1.031126,-1.628466,0.6083227,-0.3654217,0.6125247,0.3481722
19,-0.7460023,1.031108,-1.628534,0.608218,-0.3651124,0.6129671,0.3479012
20,-0.7459139,1.031175,-1.628527,0.6083167,-0.3651169,0.6128859,0.3478667
21,-0.7458856,1.031299,-1.628552,0.6081944,-0.3650484,0.6130701,0.3478279
22,-0.7456965,1.031477,-1.628473,0.6082785,-0.364828,0.6130803,0.3478943
23,-0.745738,1.031602,-1.628406,0.6084601,-0.3650216,0.6127476,0.3479596
24,-0.7459505,1.03189,-1.628287,0.6089382,-0.3662044,0.6115386,0.3480075
25,-0.746164,1.032101,-1.62827,0.6095624,-0.3674455,0.6101983,0.3479591
26,-0.7465138,1.032374,-1.628091,0.6098828,-0.3680935,0.6087443,0.349257
27,-0.7467437,1.032225,-1.627821,0.6093215,-0.3661322,0.6091825,0.351527
28,-0.7469089,1.031327,-1.627706,0.6093307,-0.3641143,0.6101041,0.3520084
29,-0.7470953,1.030435,-1.627681,0.6099292,-0.362703,0.6105641,0.351631
30,-0.7471379,1.029906,-1.627653,0.6104062,-0.361928,0.6110449,0.3507656
31,-0.7473032,1.028761,-1.627732,0.6115162,-0.3626144,0.6116012,0.3471351
32,-0.7476385,1.028104,-1.627932,0.6120117,-0.3635376,0.6115938,0.3453043
33,-0.7481949,1.027073,-1.628168,0.6123698,-0.3648373,0.6116598,0.3431753
34,-0.7487361,1.025806,-1.628391,0.612306,-0.3633157,0.6126841,0.3430763
35,-0.7490177,1.02501,-1.628346,0.6123229,-0.3618119,0.6133881,0.3433771
36,-0.7495236,1.02384,-1.628381,0.6124814,-0.3603743,0.6140373,0.3434459
37,-0.7502745,1.022405,-1.628595,0.6133488,-0.3595563,0.6141375,0.342575
38,-0.7506382,1.021603,-1.62879,0.6134708,-0.3590874,0.6146846,0.3418665
39,-0.7512275,1.020404,-1.629154,0.6127126,-0.3583783,0.616286,0.3410861
40,-0.7516531,1.019161,-1.629585,0.6123002,-0.3572418,0.6180759,0.3397778
41,-0.7520674,1.018293,-1.629907,0.612353,-0.3572165,0.6188941,0.3382163
42,-0.7527428,1.017011,-1.63036,0.6121622,-0.3578905,0.6200615,0.3357016
43,-0.7536657,1.015668,-1.63081,0.6119089,-0.3580879,0.6211833,0.333874
44,-0.754679,1.014143,-1.631099,0.612318,-0.357505,0.6219715,0.3322772
45,-0.7557325,1.012537,-1.63113,0.6131092,-0.3565721,0.6220163,0.3317366
46,-0.7566969,1.010791,-1.63099,0.6139562,-0.3547655,0.622289,0.3315956
47,-0.7573204,1.009503,-1.630985,0.6141689,-0.3533197,0.6229336,0.3315349
48,-0.7582463,1.007541,-1.630937,0.6143932,-0.3513707,0.62391,0.3313549
49,-0.7590768,1.005424,-1.630973,0.6151015,-0.3500589,0.6243163,0.3306632
50,-0.7595549,1.003865,-1.631115,0.6155275,-0.3490954,0.6247358,0.3300962
51,-0.7599266,1.00131,-1.631085,0.6163475,-0.3453004,0.6260077,0.330148
52,-0.7600155,0.9984566,-1.63108,0.6171884,-0.3408776,0.6277081,0.3299446
53,-0.7599742,0.9954356,-1.631229,0.6186281,-0.3372178,0.629154,0.3282509
54,-0.7598826,0.9933369,-1.631406,0.6200974,-0.335657,0.6295877,0.3262407
55,-0.7595783,0.9890049,-1.632019,0.6236407,-0.3326637,0.6301026,0.3215243
56,-0.7593827,0.9868267,-1.632396,0.6251051,-0.3305711,0.6308171,0.319431
57,-0.7587893,0.9835474,-1.633176,0.6261203,-0.3287528,0.6319747,0.317022
58,-0.7580521,0.9802265,-1.634325,0.6258965,-0.3280101,0.6340153,0.3141458
59,-0.75697,0.9765645,-1.635753,0.6250653,-0.3279588,0.6366254,0.3105551
60,-0.7560751,0.9740384,-1.636688,0.6249409,-0.3280196,0.6377099,0.3085094
61,-0.7543576,0.9697175,-1.637884,0.6247264,-0.3249573,0.6397173,0.3080285
62,-0.7520578,0.9650022,-1.638564,0.624808,-0.3187217,0.6412695,0.3111348
63,-0.7501335,0.9613891,-1.638539,0.6254828,-0.3131603,0.6416816,0.3145578
64,-0.7465116,0.9559058,-1.637984,0.6275068,-0.3015911,0.6425559,0.3199999
65,-0.7421267,0.9502794,-1.63734,0.633797,-0.292688,0.6407301,0.319531
