Recording for Right controller
Frame,PosX, PosY, PosZ, RotW, RotX, RotY, RotZ
0,-0.8543666,1.082836,-1.716005,0.2119982,-0.9518781,0.1646816,0.1478672
1,-0.8545129,1.082397,-1.716171,0.2105481,-0.9520653,0.165298,0.1480462
2,-0.8549259,1.08155,-1.716124,0.2081239,-0.9524249,0.1660668,0.1483007
3,-0.8550682,1.081328,-1.716027,0.2072632,-0.9526085,0.1660999,0.1482901
4,-0.8552883,1.081073,-1.715937,0.2063042,-0.9528434,0.1661027,0.1481145
5,-0.8551722,1.081207,-1.715918,0.2068168,-0.9526982,0.1666084,0.1477652
12,-0.8551611,1.081047,-1.715909,0.2067271,-0.9526898,0.1666458,0.147903
13,-0.8553488,1.080854,-1.715994,0.2069545,-0.9525741,0.1667608,0.1481999
14,-0.8552487,1.080265,-1.716274,0.20798,-0.9522103,0.1668325,0.1490195
15,-0.8552885,1.079944,-1.716584,0.2089987,-0.9518979,0.1664609,0.1500026
16,-0.8553346,1.079264,-1.717336,0.2114942,-0.951281,0.1655889,0.1513766
17,-0.8553297,1.078104,-1.718529,0.2144987,-0.9504114,0.1648399,0.1534154
18,-0.8552684,1.076274,-1.720295,0.2172934,-0.9491506,0.1657724,0.1562572
19,-0.8551261,1.073352,-1.722661,0.2192342,-0.9477319,0.1686864,0.1590142
20,-0.854853,1.07059,-1.724856,0.2190672,-0.9471607,0.1706999,0.1604923
21,-0.8546301,1.067685,-1.726856,0.2145188,-0.9482816,0.1726734,0.1578846
22,-0.8541939,1.065133,-1.728901,0.2095857,-0.9501331,0.17331,0.1525929
23,-0.853804,1.062799,-1.730947,0.202971,-0.952709,0.1723379,0.1464515
24,-0.8534969,1.060842,-1.73281,0.1945195,-0.9554492,0.1718244,0.1405537
25,-0.8534561,1.05991,-1.733921,0.1877524,-0.9572834,0.1721475,0.136831
26,-0.8536056,1.059049,-1.735355,0.1773906,-0.9598586,0.1726499,0.131894
27,-0.8540106,1.058689,-1.736594,0.1668336,-0.9630541,0.1691114,0.1268652
28,-0.8545799,1.058823,-1.737084,0.1555218,-0.9660276,0.1658847,0.1228251
29,-0.8556286,1.059496,-1.736905,0.1430218,-0.9679341,0.1674456,0.1208733
30,-0.8567069,1.060653,-1.736426,0.135436,-0.9685849,0.1700343,0.1207839
31,-0.8581312,1.063055,-1.735019,0.1250797,-0.970083,0.1711606,0.1183136
32,-0.8590944,1.065122,-1.733542,0.1181074,-0.9713554,0.1704785,0.1160016
33,-0.8603604,1.06827,-1.73068,0.1055181,-0.9743388,0.1649583,0.110989
34,-0.8612999,1.070655,-1.727982,0.09544197,-0.9766044,0.1600331,0.1073501
35,-0.8633752,1.075113,-1.722191,0.07810335,-0.9786502,0.1568863,0.1073792
36,-0.8673865,1.083953,-1.711975,0.06019156,-0.9786358,0.1597445,0.1145888
37,-0.8692452,1.089391,-1.705975,0.05466693,-0.9789541,0.158408,0.1164783
38,-0.8720465,1.099524,-1.694744,0.05081366,-0.9785998,0.1572935,0.1225527
